,title,pos,neg,ratingValue,bestRating,rate
53,"['Гарно', 'але', 'ще', 'треба', 'доопрацювати', 'моменти']","['Гарний', 'дизайн', 'Супер', 'ціна']","['Рекомендації', 'для', 'Вас', 'Подушки', 'дуже', 'тверді', 'Я', 'сам', 'маю', 'готель', 'Saba', 'Deluxe', 'і', 'на', 'подушках', 'економити', 'не', 'можно', 'У', 'Вас', 'такий', 'гарний', 'дизайн', 'а', 'подушки', 'жах', 'реально', 'за', 'дві', 'ночі', 'засипав', 'о', '05', '30', 'ранку', 'це', 'не', 'нормально', 'У', 'ванній', 'кімнаті', 'якщо', 'не', 'помиляюся', '25', 'номер', 'поставте', 'плівку', 'на', 'вікно', 'бо', 'сусіди', 'все', 'бачуть', 'що', 'відбувається', 'у', 'душі', 'та', 'туалеті', 'Кухня', 'з', 'меню', 'взагалі', 'не', 'було', 'телятини', 'хоча', 'в', 'меню', 'стейки', 'і', 'тд', 'вказані']",9.6,10.0,1
54,"['Відмінний', 'готель']","['Персонал', 'привітний', 'чистота', 'хороші', 'сніданки', 'та', 'розташування']",['Nan'],10.0,10.0,1
55,"['компактно', 'чисто', 'зручно']","['компактно', 'чисто', 'зручно', 'Не', 'було', 'жодних', 'проблем']","['Не', 'було', 'зубної', 'щітки']",9.6,10.0,1
56,"['Дуже', 'комфортно', 'та', 'по', 'домашньому']","['Дуже', 'милий', 'невеличкий', 'готель', 'в', 'центрі', 'міста', 'але', 'й', 'не', 'шумно', 'Приємний', 'персонал', 'смачні', 'сніданки']",['Nan'],9.6,10.0,1
57,"['Дуже', 'затишні', 'і', 'чисті', 'номери']","['Дуже', 'затишні', 'і', 'чисті', 'номери', 'Ідеальне', 'розташування']","['Якщо', 'ви', 'не', 'їсте', ""м'ясо"", 'та', 'рибу', 'вибір', 'на', 'сніданок', 'досить', 'скромний']",9.6,10.0,1
58,"['Надзвичайно', 'ввічливий', 'персонал', 'дуже', 'зручно', 'що', 'є', 'кімната']","['Надзвичайно', 'ввічливий', 'персонал', 'дуже', 'зручно', 'що', 'є', 'кімната', 'для', 'зберігання', 'речей', 'Найкращі', 'враження', 'дуже', 'вдячні', 'Обов', 'язково', 'ще', 'приїдемо', 'ще', 'раз']",['Nan'],10.0,10.0,1
59,"['Класний', ""інтер'єр""]","['Класний', ""інтер'єр"", 'Зручно', 'Комфортно']","['Був', 'дивний', 'запах', 'в', 'кімнаті', 'коли', 'заселялись']",9.6,10.0,1
60,"['Все', 'було', 'добре']","['Все', 'було', 'добре']","['Туалет', 'був', 'чистим', 'але', 'чомусь', 'з', 'закритим', 'вікном', 'був', 'присутній', 'запах']",10.0,10.0,1
61,"['привітний', 'персонал', 'номери', 'чисті']","['привітний', 'персонал', 'номери', 'чисті']","['Занадто', ""м'який"", 'Матра', 'на', 'ліжку', 'спати', 'було', 'не', 'зручно', 'провалювала']",8.3,10.0,0
62,"['Excellent', 'place']","['Стильний', ""інтер'єр"", ""екстер'єр"", 'дуже', 'чисто', 'смачний', 'сніданок', 'ввічливий', 'та', 'привітний', 'персонал']",[],10.0,10.0,1
63,"['привітний', 'персонал', 'зручне', 'розташування', 'відмінна', 'чистота']","['привітний', 'персонал', 'зручне', 'розташування', 'відмінна', 'чистота', 'Дякую']",['Nan'],10.0,10.0,1
64,"[""Обов'язково"", 'зупинюсь', 'тут', 'ще', 'Все', 'дуже', 'сподобалось']","['Все', 'супер', 'Номер', 'невеликий', 'але', 'дуже', 'зручний', 'та', 'надзвичайно', 'чистий', 'Чудовий', 'та', 'дуже', 'ввічливий', 'персонал', 'І', 'дуже', 'смачний', 'сніданок']",['Nan'],10.0,10.0,1
65,"['Дуже', 'й', 'дуже', 'файний', 'готель']","['Персонал', 'дуже', 'приємний', 'й', 'ввічливий', 'що', 'в', 'ресторані', 'що', 'на', 'рецепції', 'Неймовірно', 'комфортне', 'ліжко', 'чудовий', 'сніданок', 'коридори', 'в', 'готелі', 'дуже', 'гарно', 'оздоблені', 'приємно', 'просто', 'пройтись', 'коридором', 'та', 'сходами', 'Особливо', 'порадували', 'смаколики', 'в', 'номері', 'а', 'також', 'такі', 'дрібниці', 'як', 'листівка', 'прогноз', 'погоди', 'на', 'час', 'перебування', 'й', 'хороша', 'анкета', 'в', 'номері', 'яку', 'зовсім', 'забули', 'заповнити', 'але', 'питання', 'там', 'були', 'дуже', 'файні', 'Й', 'взагалі', 'зупинились', 'у', 'вашому', 'готелі', 'щоб', 'відсвяткувати', 'День', 'народження', 'на', 'самоті', 'з', 'хлопцем', 'й', 'зовсім', 'не', 'прогадали', 'все', 'було', 'на', 'висоті']","['Вночі', 'в', 'номері', 'було', 'трохи', 'спекотно', 'а', 'відкривши', 'вікно', 'для', 'провітрювання', 'неможливо', 'було', 'заснути', 'через', 'шум', 'з', 'вулиці']",10.0,10.0,1
66,"['Чудовий', 'готель']","['Чудовий', 'готель', 'привітний', 'персонал', 'Вишуканий', 'інтер', 'єр']",['Nan'],10.0,10.0,1
67,"['Чудовий', 'інтер', 'єр']","['Чудовий', 'інтер', 'єр', 'привітний', 'персонал', 'Прекрасні', 'сніданки']",['Nan'],9.6,10.0,1
68,"['Правду', 'говоря', 'мы', 'не', 'ожидали', 'что', 'отель', 'проведет', 'такое']","['Правду', 'говоря', 'мы', 'не', 'ожидали', 'что', 'отель', 'проведет', 'такое', 'впечатление', 'на', 'нас', 'Место', 'расположение', 'здание', 'Интерьер', 'персонал', 'обслуживание', 'ресторан', 'всё', 'просто', 'супер', 'Всё', 'очень', 'понравилось', 'Всем', 'советует', 'Персоналу', 'отдельно', 'спасибо', 'соотношение', 'цена', 'качество', 'приятно', 'удивило', 'Обязательно', 'виберемо', 'этот', 'отель', 'при', 'следующем', 'визите', 'в', 'Одессу']",['Nan'],10.0,10.0,1
69,"['Все', 'сподобалось', 'щиро', 'рекомендую']","['Розташування', 'дуже', 'добре', 'недалеко', 'центральна', 'алея', 'Аркадія', 'вихід', 'до', 'моря', 'Порадували', 'великі', 'панорамні', 'вікна', 'з', 'виглядом', 'на', 'море', 'Номер', 'чистий', 'стильний', 'відпочивати', 'там', 'саме', 'задоволення', 'Ліжко', 'велике', 'зручний', 'матрац', 'Загалом', 'все', 'сподобалось', 'погода', 'тільки', 'сприяла', 'відпочинку', 'не', 'зважаючи', 'на', 'те', 'що', 'була', 'середина', 'осені']","['Все', 'сподобалось']",10.0,10.0,1
70,"['Невеличкий', 'хостел']","['Невеличкий', 'хостел', 'Тихо', 'чисто', 'Гарний', 'сучасний', 'ремонт', 'Зручні', 'ліжка']","['Погана', 'шумоізоляція', 'Нема', ""під'їзду"", 'для', 'авто']",7.5,10.0,0
71,"['Чудова', 'квартира']","['Чудова', 'квартира', 'Є', 'все', 'необхідне', 'Близько', 'до', 'моря', 'Вид', 'з', 'вікон', 'просто', 'вражає']","['Немає', 'такого']",10.0,10.0,1
72,"['Хороші', 'умови', 'цікавий', 'дизайн', 'привітний', 'персонал']","['Хороші', 'умови', 'цікавий', 'дизайн', 'привітний', 'персонал']",['Nan'],10.0,10.0,1
73,"['Умови', 'проживання', 'на', 'вищому', 'рівні', 'все', 'сподобалось', 'обов']","['Умови', 'проживання', 'на', 'вищому', 'рівні', 'все', 'сподобалось', 'обов', 'язково', 'відвідаємо', 'готель', 'при', 'наступному', 'відпочинку', 'Дякуємо']",['Nan'],10.0,10.0,1
74,"['Приємна', 'атмосфера', 'затишний', 'готель']","['Чудовий', 'сніданок', 'розташування', 'вул', 'Дерібасівська', 'самісінький', 'центр', 'Якщо', 'не', 'планується', 'відпочинок', 'на', 'морі', 'найкраще', 'місцерозташування', 'Зручна', 'постіль', 'чисто', 'чудова', 'атмосфера']",['Nan'],10.0,10.0,1
75,"['Хороше', 'місце', 'розташування', 'привітний', 'персонал', 'хороший']","['Хороше', 'місце', 'розташування', 'привітний', 'персонал', 'хороший', 'ремонт', 'і', 'чистота']","['Не', 'всі', 'номери', 'мають', 'вікна', 'треба', 'уважно', 'читати', 'опис', 'Сніданок', 'смачний', 'проте', 'інколи', 'бармен', 'забував', 'вчасно', 'наповнювати', 'бокси', 'з', 'деякими', 'стравами']",10.0,10.0,1
